UID         PID   PPID    LWP  C NLWP STIME TTY          TIME CMD
colord     1069      1   1076  0    3 11:33 ?        00:00:00 /usr/lib/colord/colord
colord     1069      1   1078  0    3 11:33 ?        00:00:00 /usr/lib/colord/colord
root       1086    786   1086  0    3 11:33 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root       1086    786   1087  0    3 11:33 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root       1086    786   1088  0    3 11:33 ?        00:00:00 gdm-session-worker [pam/gdm-password]
geeth      1089      1   1089  0    1 11:33 ?        00:00:00 /lib/systemd/systemd --user
geeth      1090   1089   1090  0    1 11:33 ?        00:00:00 (sd-pam)
geeth      1103      1   1103  0    4 11:33 ?        00:00:00 /usr/bin/gnome-keyring-daemon --daemonize --login
geeth      1103      1   1104  0    4 11:33 ?        00:00:00 /usr/bin/gnome-keyring-daemon --daemonize --login
geeth      1103      1   1105  0    4 11:33 ?        00:00:00 /usr/bin/gnome-keyring-daemon --daemonize --login
geeth      1103      1   1223  0    4 11:33 ?        00:00:00 /usr/bin/gnome-keyring-daemon --daemonize --login
geeth      1107   1086   1107  0    3 11:33 tty2     00:00:00 /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
geeth      1107   1086   1108  0    3 11:33 tty2     00:00:00 /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
geeth      1107   1086   1118  0    3 11:33 tty2     00:00:00 /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
geeth      1109   1107   1109  2    2 11:33 tty2     00:01:21 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
geeth      1109   1107   1117  0    2 11:33 tty2     00:00:07 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
geeth      1116   1089   1116  0    1 11:33 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
geeth      1120   1107   1120  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
geeth      1120   1107   1210  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
geeth      1120   1107   1211  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
geeth      1120   1107   1213  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
geeth      1197   1120   1197  0    1 11:33 ?        00:00:00 /usr/bin/ssh-agent /usr/bin/im-launch env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
geeth      1199   1089   1199  0    4 11:33 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
geeth      1199   1089   1200  0    4 11:33 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
geeth      1199   1089   1201  0    4 11:33 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
geeth      1199   1089   1203  0    4 11:33 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
geeth      1204   1199   1204  0    1 11:33 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
geeth      1207   1089   1207  0    3 11:33 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
geeth      1207   1089   1208  0    3 11:33 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
geeth      1207   1089   1209  0    3 11:33 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
geeth      1224   1120   1224  4   10 11:33 tty2     00:02:40 /usr/bin/gnome-shell
geeth      1224   1120   1226  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1227  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1229  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1249  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1250  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1251  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1252  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1253  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1224   1120   1254  0   10 11:33 tty2     00:00:00 /usr/bin/gnome-shell
geeth      1230   1089   1230  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd
geeth      1230   1089   1231  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd
geeth      1230   1089   1232  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd
geeth      1235   1089   1235  0    6 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
geeth      1235   1089   1237  0    6 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
geeth      1235   1089   1239  0    6 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
geeth      1235   1089   1240  0    6 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
geeth      1235   1089   1241  0    6 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
geeth      1235   1089   1242  0    6 11:33 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
geeth      1246      1   1246  0    3 11:33 ?        00:00:00 /usr/bin/pulseaudio --start --log-target=syslog
geeth      1246      1   1247  0    3 11:33 ?        00:00:02 /usr/bin/pulseaudio --start --log-target=syslog
geeth      1246      1   1248  0    3 11:33 ?        00:00:00 /usr/bin/pulseaudio --start --log-target=syslog
geeth      1256   1224   1256  0    3 11:33 tty2     00:00:01 ibus-daemon --xim --panel disable
geeth      1256   1224   1257  0    3 11:33 tty2     00:00:00 ibus-daemon --xim --panel disable
geeth      1256   1224   1258  0    3 11:33 tty2     00:00:02 ibus-daemon --xim --panel disable
geeth      1260   1256   1260  0    4 11:33 tty2     00:00:00 /usr/lib/ibus/ibus-dconf
geeth      1260   1256   1263  0    4 11:33 tty2     00:00:00 /usr/lib/ibus/ibus-dconf
geeth      1260   1256   1270  0    4 11:33 tty2     00:00:00 /usr/lib/ibus/ibus-dconf
geeth      1260   1256   1271  0    4 11:33 tty2     00:00:00 /usr/lib/ibus/ibus-dconf
geeth      1262      1   1262  0    3 11:33 tty2     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
geeth      1262      1   1272  0    3 11:33 tty2     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
geeth      1262      1   1273  0    3 11:33 tty2     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
geeth      1265   1089   1265  0    3 11:33 ?        00:00:00 /usr/lib/ibus/ibus-portal
geeth      1265   1089   1266  0    3 11:33 ?        00:00:00 /usr/lib/ibus/ibus-portal
geeth      1265   1089   1268  0    3 11:33 ?        00:00:00 /usr/lib/ibus/ibus-portal
geeth      1275   1089   1275  0    6 11:33 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
geeth      1275   1089   1278  0    6 11:33 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
geeth      1275   1089   1280  0    6 11:33 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
geeth      1275   1089   1318  0    6 11:33 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
geeth      1275   1089   1319  0    6 11:33 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
geeth      1275   1089   1455  0    6 11:33 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
geeth      1282   1089   1282  0    4 11:33 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
geeth      1282   1089   1292  0    4 11:33 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
geeth      1282   1089   1293  0    4 11:33 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
geeth      1282   1089   1294  0    4 11:33 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
geeth      1288   1089   1288  0    3 11:33 ?        00:00:00 /usr/lib/dconf/dconf-service
geeth      1288   1089   1289  0    3 11:33 ?        00:00:00 /usr/lib/dconf/dconf-service
geeth      1288   1089   1290  0    3 11:33 ?        00:00:00 /usr/lib/dconf/dconf-service
geeth      1291   1089   1291  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
geeth      1291   1089   1295  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
geeth      1291   1089   1296  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
geeth      1298   1089   1298  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
geeth      1298   1089   1299  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
geeth      1298   1089   1301  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
geeth      1302   1089   1302  0    4 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
geeth      1302   1089   1303  0    4 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
geeth      1302   1089   1304  0    4 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
geeth      1302   1089   1306  0    4 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
geeth      1307   1089   1307  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
geeth      1307   1089   1308  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
geeth      1307   1089   1310  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
geeth      1311   1089   1311  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
geeth      1311   1089   1312  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
geeth      1311   1089   1313  0    3 11:33 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
geeth      1315   1089   1315  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-daemon
geeth      1315   1089   1320  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-daemon
geeth      1315   1089   1322  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-daemon
geeth      1315   1089   1323  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-daemon
geeth      1327   1089   1327  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-identity-service
geeth      1327   1089   1329  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-identity-service
geeth      1327   1089   1330  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-identity-service
geeth      1327   1089   1331  0    4 11:33 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-identity-service
geeth      1333   1120   1333  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-mouse
geeth      1333   1120   1337  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-mouse
geeth      1333   1120   1339  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-mouse
geeth      1333   1120   1389  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-mouse
geeth      1334   1120   1334  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-power
geeth      1334   1120   1367  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-power
geeth      1334   1120   1370  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-power
geeth      1334   1120   1395  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-power
geeth      1336   1120   1336  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
geeth      1336   1120   1342  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
geeth      1336   1120   1351  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
geeth      1338   1120   1338  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
geeth      1338   1120   1346  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
geeth      1338   1120   1347  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
geeth      1340   1120   1340  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
geeth      1340   1120   1344  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
geeth      1340   1120   1349  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
geeth      1341   1120   1341  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sharing
geeth      1341   1120   1352  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sharing
geeth      1341   1120   1353  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sharing
geeth      1341   1120   1360  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sharing
geeth      1343   1120   1343  0    5 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
geeth      1343   1120   1354  0    5 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
geeth      1343   1120   1358  0    5 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
geeth      1343   1120   1383  0    5 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
geeth      1343   1120   1396  0    5 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
geeth      1348   1120   1348  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sound
geeth      1348   1120   1357  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sound
geeth      1348   1120   1363  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sound
geeth      1348   1120   1390  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sound
geeth      1350   1120   1350  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-wacom
geeth      1350   1120   1374  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-wacom
geeth      1350   1120   1375  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-wacom
geeth      1355   1120   1355  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
geeth      1355   1120   1372  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
geeth      1355   1120   1373  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
geeth      1355   1120   1393  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
geeth      1365   1120   1365  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
geeth      1365   1120   1369  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
geeth      1365   1120   1371  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
geeth      1365   1120   1391  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
geeth      1377   1120   1377  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
geeth      1377   1120   1414  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
geeth      1377   1120   1415  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
geeth      1377   1120   1417  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
geeth      1378   1120   1378  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
geeth      1378   1120   1406  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
geeth      1378   1120   1407  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
geeth      1378   1120   1410  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
geeth      1379   1120   1379  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
geeth      1379   1120   1405  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
geeth      1379   1120   1408  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
geeth      1380   1120   1380  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
geeth      1380   1120   1411  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
geeth      1380   1120   1412  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
geeth      1380   1120   1416  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
geeth      1381   1120   1381  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
geeth      1381   1120   1419  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
geeth      1381   1120   1426  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
geeth      1381   1120   1454  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
geeth      1382   1120   1382  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
geeth      1382   1120   1397  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
geeth      1382   1120   1402  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
geeth      1382   1120   1404  0    4 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
geeth      1401      1   1401  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-printer
geeth      1401      1   1413  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-printer
geeth      1401      1   1418  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-printer
geeth      1431   1120   1431  0    5 11:33 tty2     00:00:21 nautilus-desktop
geeth      1431   1120   1474  0    5 11:34 tty2     00:00:00 nautilus-desktop
geeth      1431   1120   1475  0    5 11:34 tty2     00:00:00 nautilus-desktop
geeth      1431   1120   1495  0    5 11:34 tty2     00:00:00 nautilus-desktop
geeth      1431   1120   2120  0    5 11:36 tty2     00:00:00 nautilus-desktop
geeth      1432      1   1432  0    4 11:33 tty2     00:00:07 /usr/bin/vmtoolsd -n vmusr --blockFd 3
geeth      1432      1   1482  0    4 11:34 tty2     00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3
geeth      1432      1   1483  0    4 11:34 tty2     00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3
geeth      1432      1   5380  0    4 12:30 tty2     00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3
geeth      1436   1120   1436  0    4 11:33 tty2     00:00:04 /usr/bin/gnome-software --gapplication-service
geeth      1436   1120   1446  0    4 11:33 tty2     00:00:00 /usr/bin/gnome-software --gapplication-service
geeth      1436   1120   1447  0    4 11:33 tty2     00:00:00 /usr/bin/gnome-software --gapplication-service
geeth      1436   1120   1448  0    4 11:33 tty2     00:00:00 /usr/bin/gnome-software --gapplication-service
geeth      1441   1120   1441  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
geeth      1441   1120   1442  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
geeth      1441   1120   1445  0    3 11:33 tty2     00:00:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
geeth      1456   1089   1456  0    5 11:33 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
geeth      1456   1089   1504  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
geeth      1456   1089   1505  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
geeth      1456   1089   1506  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
geeth      1456   1089   1507  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
geeth      1466   1256   1466  0    3 11:34 tty2     00:00:00 /usr/lib/ibus/ibus-engine-simple
geeth      1466   1256   1467  0    3 11:34 tty2     00:00:00 /usr/lib/ibus/ibus-engine-simple
geeth      1466   1256   1468  0    3 11:34 tty2     00:00:00 /usr/lib/ibus/ibus-engine-simple
geeth      1476   1230   1476  0    3 11:34 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.13 /org/gtk/gvfs/exec_spaw/0
geeth      1476   1230   1477  0    3 11:34 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.13 /org/gtk/gvfs/exec_spaw/0
geeth      1476   1230   1478  0    3 11:34 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.13 /org/gtk/gvfs/exec_spaw/0
geeth      1510   1456   1510  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1511  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1512  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1513  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1514  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1517  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1519  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1520  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1510   1456   1522  0    9 11:34 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1456x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1456/2
geeth      1523   1089   1523  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
geeth      1523   1089   1526  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
geeth      1523   1089   1527  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
geeth      1523   1089   1528  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
geeth      1523   1089   1529  0    5 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
geeth      1532   1523   1532  0    6 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1523x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1523/2
geeth      1532   1523   1533  0    6 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1523x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1523/2
geeth      1532   1523   1535  0    6 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1523x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1523/2
geeth      1532   1523   1536  0    6 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1523x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1523/2
geeth      1532   1523   1537  0    6 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1523x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1523/2
geeth      1532   1523   1539  0    6 11:34 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1523x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1523/2
geeth      1546   1089   1546  0    3 11:34 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
geeth      1546   1089   1547  0    3 11:34 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
geeth      1546   1089   1548  0    3 11:34 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
root       1552      1   1552  0    5 11:34 ?        00:00:00 /usr/lib/fwupd/fwupd
root       1552      1   1553  0    5 11:34 ?        00:00:00 /usr/lib/fwupd/fwupd
root       1552      1   1554  0    5 11:34 ?        00:00:00 /usr/lib/fwupd/fwupd
root       1552      1   1555  0    5 11:34 ?        00:00:00 /usr/lib/fwupd/fwupd
root       1552      1   1556  0    5 11:34 ?        00:00:00 /usr/lib/fwupd/fwupd
geeth      1582   1089   1582  0    6 11:34 ?        00:00:17 /usr/bin/nautilus --gapplication-service
